datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,M01AB_stock,M01AB_stock_status,M01AE_stock,M01AE_stock_status,N02BA_stock,N02BA_stock_status,N02BE_stock,N02BE_stock_status,N05B_stock,N05B_stock_status,N05C_stock,N05C_stock_status,R03_stock,R03_stock_status,R06_stock,R06_stock_status,Day
2017-06-03,5,1,3,10,3,1,22,2,2017,6,Saturday,273,High Stock,264,High Stock,414,High Stock,197,Medium Stock,113,Medium Stock,405,High Stock,195,Medium Stock,256,High Stock,3
2017-06-04,7,1,2,23,3,1,5,4,2017,6,Sunday,266,High Stock,262,High Stock,412,High Stock,173,Medium Stock,110,Medium Stock,404,High Stock,190,Medium Stock,252,High Stock,4
2017-06-05,3,5,4,9,5,0,0,8,2017,6,Monday,262,High Stock,256,High Stock,407,High Stock,164,Medium Stock,105,Medium Stock,404,High Stock,190,Medium Stock,244,High Stock,5
2017-06-06,1,3,0,18,3,0,6,7,2017,6,Tuesday,261,High Stock,253,High Stock,407,High Stock,146,Medium Stock,102,Medium Stock,404,High Stock,184,Medium Stock,236,High Stock,6
2017-06-07,5,4,4,21,13,0,20,7,2017,6,Wednesday,256,High Stock,249,High Stock,403,High Stock,125,Medium Stock,89,Medium Stock,404,High Stock,164,Medium Stock,229,High Stock,7
2017-06-08,5,1,3,21,4,0,2,4,2017,6,Thursday,251,High Stock,247,High Stock,400,High Stock,104,Medium Stock,410,High Stock,404,High Stock,162,Medium Stock,225,High Stock,8
2017-06-09,1,4,3,10,2,0,0,6,2017,6,Friday,250,High Stock,243,High Stock,397,High Stock,94,Medium Stock,408,High Stock,404,High Stock,162,Medium Stock,219,High Stock,9
2017-06-10,9,7,4,15,2,0,7,3,2017,6,Saturday,241,High Stock,236,High Stock,393,High Stock,79,Low Stock,406,High Stock,404,High Stock,155,Medium Stock,216,High Stock,10
2017-06-11,5,3,8,28,8,0,2,3,2017,6,Sunday,235,High Stock,232,High Stock,385,High Stock,51,Low Stock,398,High Stock,404,High Stock,153,Medium Stock,213,High Stock,11
2017-06-12,4,3,1,13,3,0,13,12,2017,6,Monday,231,High Stock,229,High Stock,384,High Stock,37,Low Stock,395,High Stock,404,High Stock,140,Medium Stock,201,High Stock,12
2017-06-13,2,3,3,8,9,0,0,9,2017,6,Tuesday,228,High Stock,226,High Stock,381,High Stock,249,High Stock,386,High Stock,404,High Stock,140,Medium Stock,192,Medium Stock,13
2017-06-14,1,1,1,9,6,3,5,3,2017,6,Wednesday,227,High Stock,224,High Stock,380,High Stock,240,High Stock,380,High Stock,401,High Stock,135,Medium Stock,189,Medium Stock,14
2017-06-15,3,4,3,15,10,0,5,6,2017,6,Thursday,224,High Stock,220,High Stock,377,High Stock,225,High Stock,370,High Stock,401,High Stock,130,Medium Stock,182,Medium Stock,15
2017-06-16,4,2,0,12,6,0,0,5,2017,6,Friday,220,High Stock,218,High Stock,377,High Stock,213,High Stock,364,High Stock,401,High Stock,130,Medium Stock,177,Medium Stock,16
2017-06-17,2,8,5,12,4,0,5,5,2017,6,Saturday,218,High Stock,209,High Stock,372,High Stock,201,High Stock,360,High Stock,401,High Stock,125,Medium Stock,172,Medium Stock,17
2017-06-18,4,7,1,26,2,0,12,3,2017,6,Sunday,214,High Stock,202,High Stock,370,High Stock,174,Medium Stock,358,High Stock,401,High Stock,113,Medium Stock,169,Medium Stock,18
2017-06-19,1,1,1,18,1,1,8,3,2017,6,Monday,212,High Stock,200,High Stock,369,High Stock,156,Medium Stock,357,High Stock,400,High Stock,105,Medium Stock,166,Medium Stock,19
2017-06-20,9,1,5,12,5,0,5,8,2017,6,Tuesday,203,High Stock,199,Medium Stock,364,High Stock,144,Medium Stock,352,High Stock,400,High Stock,100,Medium Stock,157,Medium Stock,20
2017-06-21,4,1,2,21,4,0,2,5,2017,6,Wednesday,199,Medium Stock,197,Medium Stock,362,High Stock,123,Medium Stock,348,High Stock,400,High Stock,98,Medium Stock,152,Medium Stock,21
2017-06-22,1,3,0,7,4,0,8,11,2017,6,Thursday,198,Medium Stock,194,Medium Stock,362,High Stock,116,Medium Stock,344,High Stock,400,High Stock,90,Medium Stock,141,Medium Stock,22
2017-06-23,1,1,2,16,5,0,0,1,2017,6,Friday,197,Medium Stock,193,Medium Stock,360,High Stock,100,Medium Stock,339,High Stock,400,High Stock,90,Medium Stock,139,Medium Stock,23
2017-06-24,5,3,6,32,8,1,0,1,2017,6,Saturday,192,Medium Stock,189,Medium Stock,354,High Stock,68,Low Stock,331,High Stock,399,High Stock,90,Medium Stock,138,Medium Stock,24
2017-06-25,6,2,6,22,4,0,0,4,2017,6,Sunday,185,Medium Stock,187,Medium Stock,348,High Stock,46,Low Stock,327,High Stock,399,High Stock,90,Medium Stock,134,Medium Stock,25
2017-06-26,7,3,6,10,11,0,0,3,2017,6,Monday,178,Medium Stock,184,Medium Stock,342,High Stock,283,High Stock,316,High Stock,399,High Stock,90,Medium Stock,131,Medium Stock,26
2017-06-27,4,3,6,13,9,0,3,6,2017,6,Tuesday,174,Medium Stock,180,Medium Stock,336,High Stock,270,High Stock,307,High Stock,399,High Stock,87,Medium Stock,125,Medium Stock,27
2017-06-28,4,4,4,18,7,0,5,3,2017,6,Wednesday,170,Medium Stock,176,Medium Stock,332,High Stock,252,High Stock,300,High Stock,399,High Stock,82,Medium Stock,122,Medium Stock,28
2017-06-29,4,3,6,17,1,0,21,5,2017,6,Thursday,166,Medium Stock,173,Medium Stock,326,High Stock,235,High Stock,299,High Stock,399,High Stock,61,Low Stock,117,Medium Stock,29
2017-06-30,6,2,2,18,2,0,0,6,2017,6,Friday,159,Medium Stock,171,Medium Stock,324,High Stock,217,High Stock,297,High Stock,399,High Stock,61,Low Stock,111,Medium Stock,30
2017-07-01,3,2,1,10,5,0,10,4,2017,7,Saturday,156,Medium Stock,168,Medium Stock,323,High Stock,207,High Stock,292,High Stock,399,High Stock,51,Low Stock,107,Medium Stock,1
2017-07-02,5,3,2,9,6,0,0,4,2017,7,Sunday,151,Medium Stock,165,Medium Stock,321,High Stock,198,Medium Stock,286,High Stock,399,High Stock,380,High Stock,103,Medium Stock,2
2017-07-03,3,0,1,8,11,0,11,0,2017,7,Monday,147,Medium Stock,165,Medium Stock,319,High Stock,190,Medium Stock,275,High Stock,399,High Stock,369,High Stock,103,Medium Stock,3
2017-07-04,10,2,5,18,7,0,0,6,2017,7,Tuesday,136,Medium Stock,162,Medium Stock,314,High Stock,172,Medium Stock,268,High Stock,399,High Stock,369,High Stock,97,Medium Stock,4
2017-07-05,4,1,2,16,20,0,22,6,2017,7,Wednesday,132,Medium Stock,161,Medium Stock,312,High Stock,156,Medium Stock,248,High Stock,399,High Stock,347,High Stock,91,Medium Stock,5
2017-07-06,4,7,4,20,3,1,1,1,2017,7,Thursday,128,Medium Stock,154,Medium Stock,308,High Stock,135,Medium Stock,245,High Stock,398,High Stock,346,High Stock,90,Medium Stock,6
2017-07-07,5,2,4,17,6,0,1,0,2017,7,Friday,123,Medium Stock,152,Medium Stock,304,High Stock,118,Medium Stock,239,High Stock,398,High Stock,345,High Stock,90,Medium Stock,7
2017-07-08,4,4,5,16,12,0,1,3,2017,7,Saturday,118,Medium Stock,148,Medium Stock,299,High Stock,102,Medium Stock,227,High Stock,398,High Stock,344,High Stock,87,Medium Stock,8
2017-07-09,2,7,0,15,4,0,1,4,2017,7,Sunday,115,Medium Stock,140,Medium Stock,299,High Stock,87,Medium Stock,223,High Stock,398,High Stock,343,High Stock,83,Medium Stock,9
2017-07-10,2,4,4,12,5,2,7,3,2017,7,Monday,113,Medium Stock,136,Medium Stock,295,High Stock,75,Low Stock,218,High Stock,396,High Stock,336,High Stock,80,Medium Stock,10
2017-07-11,3,0,0,18,2,0,7,2,2017,7,Tuesday,110,Medium Stock,135,Medium Stock,295,High Stock,57,Low Stock,216,High Stock,396,High Stock,329,High Stock,389,High Stock,11
2017-07-12,2,5,0,15,12,0,3,0,2017,7,Wednesday,108,Medium Stock,130,Medium Stock,295,High Stock,42,Low Stock,204,High Stock,396,High Stock,326,High Stock,389,High Stock,12
2017-07-13,3,3,2,9,5,3,3,2,2017,7,Thursday,105,Medium Stock,127,Medium Stock,292,High Stock,379,High Stock,199,Medium Stock,393,High Stock,323,High Stock,387,High Stock,13
2017-07-14,2,3,2,16,8,0,5,3,2017,7,Friday,102,Medium Stock,123,Medium Stock,290,High Stock,363,High Stock,191,Medium Stock,393,High Stock,318,High Stock,384,High Stock,14
2017-07-15,3,9,3,21,3,0,0,2,2017,7,Saturday,99,Medium Stock,114,Medium Stock,287,High Stock,342,High Stock,188,Medium Stock,393,High Stock,318,High Stock,382,High Stock,15
2017-07-16,11,9,3,19,6,0,0,1,2017,7,Sunday,88,Medium Stock,104,Medium Stock,284,High Stock,323,High Stock,182,Medium Stock,393,High Stock,318,High Stock,381,High Stock,16
2017-07-17,9,4,3,16,6,2,4,3,2017,7,Monday,79,Low Stock,99,Medium Stock,281,High Stock,307,High Stock,176,Medium Stock,391,High Stock,314,High Stock,378,High Stock,17
2017-07-18,9,5,1,14,8,0,20,4,2017,7,Tuesday,69,Low Stock,94,Medium Stock,280,High Stock,293,High Stock,168,Medium Stock,391,High Stock,294,High Stock,374,High Stock,18
2017-07-19,6,3,4,20,6,3,1,6,2017,7,Wednesday,311,High Stock,343,High Stock,276,High Stock,272,High Stock,162,Medium Stock,388,High Stock,293,High Stock,368,High Stock,19
2017-07-20,5,4,3,18,11,2,2,2,2017,7,Thursday,306,High Stock,339,High Stock,273,High Stock,254,High Stock,151,Medium Stock,386,High Stock,291,High Stock,366,High Stock,20
2017-07-21,2,1,3,14,5,0,0,3,2017,7,Friday,303,High Stock,338,High Stock,270,High Stock,240,High Stock,146,Medium Stock,386,High Stock,291,High Stock,363,High Stock,21
2017-07-22,3,5,5,22,3,1,0,2,2017,7,Saturday,300,High Stock,332,High Stock,265,High Stock,218,High Stock,143,Medium Stock,385,High Stock,291,High Stock,361,High Stock,22
2017-07-23,6,2,2,12,4,0,4,5,2017,7,Sunday,294,High Stock,330,High Stock,263,High Stock,206,High Stock,139,Medium Stock,385,High Stock,287,High Stock,356,High Stock,23
2017-07-24,3,1,2,15,6,0,0,3,2017,7,Monday,290,High Stock,329,High Stock,261,High Stock,191,Medium Stock,133,Medium Stock,385,High Stock,287,High Stock,353,High Stock,24
2017-07-25,6,2,2,14,5,0,6,0,2017,7,Tuesday,284,High Stock,327,High Stock,259,High Stock,177,Medium Stock,128,Medium Stock,385,High Stock,281,High Stock,353,High Stock,25
2017-07-26,3,6,3,15,11,1,1,1,2017,7,Wednesday,280,High Stock,320,High Stock,256,High Stock,162,Medium Stock,117,Medium Stock,384,High Stock,280,High Stock,352,High Stock,26
2017-07-27,5,0,0,12,8,0,0,1,2017,7,Thursday,275,High Stock,319,High Stock,256,High Stock,150,Medium Stock,109,Medium Stock,384,High Stock,280,High Stock,351,High Stock,27
2017-07-28,4,5,1,17,10,0,0,3,2017,7,Friday,271,High Stock,314,High Stock,255,High Stock,132,Medium Stock,99,Medium Stock,384,High Stock,280,High Stock,348,High Stock,28
2017-07-29,3,3,2,14,1,0,0,4,2017,7,Saturday,268,High Stock,311,High Stock,253,High Stock,118,Medium Stock,98,Medium Stock,384,High Stock,280,High Stock,344,High Stock,29
2017-07-30,4,2,2,13,11,0,0,1,2017,7,Sunday,264,High Stock,308,High Stock,251,High Stock,105,Medium Stock,87,Medium Stock,384,High Stock,280,High Stock,343,High Stock,30
2017-07-31,7,0,2,21,9,0,5,2,2017,7,Monday,257,High Stock,307,High Stock,248,High Stock,84,Medium Stock,395,High Stock,384,High Stock,275,High Stock,341,High Stock,31
2017-08-01,7,3,2,15,3,0,1,1,2017,8,Tuesday,249,High Stock,304,High Stock,246,High Stock,69,Low Stock,392,High Stock,384,High Stock,274,High Stock,340,High Stock,1
2017-08-02,6,2,1,25,2,0,1,4,2017,8,Wednesday,243,High Stock,301,High Stock,245,High Stock,44,Low Stock,390,High Stock,384,High Stock,273,High Stock,336,High Stock,2
2017-08-03,6,0,4,10,8,0,1,3,2017,8,Thursday,237,High Stock,301,High Stock,241,High Stock,361,High Stock,382,High Stock,384,High Stock,272,High Stock,333,High Stock,3
2017-08-04,8,4,1,15,11,2,5,2,2017,8,Friday,229,High Stock,297,High Stock,240,High Stock,346,High Stock,371,High Stock,382,High Stock,267,High Stock,331,High Stock,4
2017-08-05,4,2,2,13,2,0,0,2,2017,8,Saturday,224,High Stock,294,High Stock,238,High Stock,332,High Stock,369,High Stock,382,High Stock,267,High Stock,329,High Stock,5
2017-08-06,2,3,1,13,6,0,0,3,2017,8,Sunday,222,High Stock,291,High Stock,237,High Stock,319,High Stock,363,High Stock,382,High Stock,267,High Stock,326,High Stock,6
2017-08-07,1,5,3,16,9,2,0,0,2017,8,Monday,221,High Stock,286,High Stock,234,High Stock,303,High Stock,354,High Stock,380,High Stock,267,High Stock,326,High Stock,7
2017-08-08,6,1,2,11,8,0,0,4,2017,8,Tuesday,215,High Stock,284,High Stock,232,High Stock,292,High Stock,346,High Stock,380,High Stock,267,High Stock,322,High Stock,8
2017-08-09,2,5,3,13,15,0,2,2,2017,8,Wednesday,213,High Stock,279,High Stock,229,High Stock,279,High Stock,331,High Stock,380,High Stock,265,High Stock,319,High Stock,9
2017-08-10,0,3,4,9,19,0,3,1,2017,8,Thursday,213,High Stock,275,High Stock,225,High Stock,270,High Stock,312,High Stock,380,High Stock,262,High Stock,318,High Stock,10
2017-08-11,4,1,5,8,6,3,0,0,2017,8,Friday,209,High Stock,273,High Stock,220,High Stock,262,High Stock,306,High Stock,377,High Stock,262,High Stock,318,High Stock,11
2017-08-12,2,4,2,22,4,0,6,2,2017,8,Saturday,206,High Stock,268,High Stock,217,High Stock,240,High Stock,302,High Stock,377,High Stock,256,High Stock,316,High Stock,12
2017-08-13,3,3,2,24,5,0,1,1,2017,8,Sunday,202,High Stock,264,High Stock,215,High Stock,216,High Stock,297,High Stock,377,High Stock,255,High Stock,315,High Stock,13
2017-08-14,11,2,4,13,4,0,0,2,2017,8,Monday,191,Medium Stock,262,High Stock,211,High Stock,203,High Stock,293,High Stock,377,High Stock,255,High Stock,313,High Stock,14
2017-08-15,2,6,2,35,11,0,2,3,2017,8,Tuesday,189,Medium Stock,256,High Stock,209,High Stock,168,Medium Stock,282,High Stock,377,High Stock,253,High Stock,310,High Stock,15
2017-08-16,5,3,1,10,13,0,4,2,2017,8,Wednesday,183,Medium Stock,252,High Stock,208,High Stock,157,Medium Stock,269,High Stock,377,High Stock,249,High Stock,308,High Stock,16
2017-08-17,5,1,5,12,8,0,1,1,2017,8,Thursday,178,Medium Stock,251,High Stock,203,High Stock,145,Medium Stock,261,High Stock,377,High Stock,248,High Stock,307,High Stock,17
2017-08-18,2,3,3,15,4,0,0,3,2017,8,Friday,176,Medium Stock,247,High Stock,200,High Stock,130,Medium Stock,257,High Stock,377,High Stock,248,High Stock,304,High Stock,18
2017-08-19,5,4,3,16,10,0,11,2,2017,8,Saturday,171,Medium Stock,242,High Stock,197,Medium Stock,114,Medium Stock,247,High Stock,377,High Stock,237,High Stock,302,High Stock,19
2017-08-20,4,2,6,14,6,0,2,1,2017,8,Sunday,167,Medium Stock,240,High Stock,191,Medium Stock,100,Medium Stock,241,High Stock,377,High Stock,235,High Stock,301,High Stock,20
2017-08-21,9,3,2,19,4,0,0,0,2017,8,Monday,157,Medium Stock,237,High Stock,189,Medium Stock,81,Medium Stock,237,High Stock,377,High Stock,235,High Stock,301,High Stock,21
2017-08-22,6,1,3,22,3,0,0,2,2017,8,Tuesday,151,Medium Stock,235,High Stock,186,Medium Stock,58,Low Stock,234,High Stock,377,High Stock,235,High Stock,299,High Stock,22
2017-08-23,3,2,2,42,8,0,9,3,2017,8,Wednesday,148,Medium Stock,233,High Stock,184,Medium Stock,16,Low Stock,226,High Stock,377,High Stock,226,High Stock,296,High Stock,23
2017-08-24,8,9,2,27,13,0,1,3,2017,8,Thursday,140,Medium Stock,224,High Stock,182,Medium Stock,324,High Stock,213,High Stock,377,High Stock,225,High Stock,293,High Stock,24
2017-08-25,6,3,1,20,17,0,0,1,2017,8,Friday,134,Medium Stock,221,High Stock,181,Medium Stock,304,High Stock,196,Medium Stock,377,High Stock,225,High Stock,292,High Stock,25
2017-08-26,4,3,1,19,10,0,6,2,2017,8,Saturday,129,Medium Stock,217,High Stock,180,Medium Stock,285,High Stock,186,Medium Stock,377,High Stock,219,High Stock,290,High Stock,26
2017-08-27,3,5,1,21,5,2,7,1,2017,8,Sunday,126,Medium Stock,212,High Stock,179,Medium Stock,264,High Stock,181,Medium Stock,375,High Stock,212,High Stock,289,High Stock,27
2017-08-28,8,7,5,16,12,0,1,3,2017,8,Monday,118,Medium Stock,205,High Stock,174,Medium Stock,248,High Stock,169,Medium Stock,375,High Stock,211,High Stock,286,High Stock,28
2017-08-29,7,3,3,17,5,0,11,2,2017,8,Tuesday,111,Medium Stock,202,High Stock,170,Medium Stock,231,High Stock,164,Medium Stock,375,High Stock,200,High Stock,284,High Stock,29
2017-08-30,7,3,3,17,4,3,0,2,2017,8,Wednesday,103,Medium Stock,198,Medium Stock,167,Medium Stock,214,High Stock,160,Medium Stock,372,High Stock,200,High Stock,282,High Stock,30
2017-08-31,16,3,3,17,4,0,0,1,2017,8,Thursday,87,Medium Stock,195,Medium Stock,164,Medium Stock,197,Medium Stock,156,Medium Stock,372,High Stock,200,High Stock,281,High Stock,31
2017-09-01,3,3,5,20,8,0,2,0,2017,9,Friday,83,Medium Stock,192,Medium Stock,159,Medium Stock,176,Medium Stock,148,Medium Stock,372,High Stock,198,Medium Stock,281,High Stock,1
2017-09-02,6,2,6,18,8,0,1,3,2017,9,Saturday,77,Low Stock,190,Medium Stock,153,Medium Stock,158,Medium Stock,140,Medium Stock,372,High Stock,197,Medium Stock,278,High Stock,2
2017-09-03,6,5,2,18,7,0,1,3,2017,9,Sunday,328,High Stock,184,Medium Stock,151,Medium Stock,140,Medium Stock,133,Medium Stock,372,High Stock,196,Medium Stock,275,High Stock,3
2017-09-04,6,3,6,24,7,0,0,3,2017,9,Monday,322,High Stock,181,Medium Stock,145,Medium Stock,116,Medium Stock,126,Medium Stock,372,High Stock,196,Medium Stock,272,High Stock,4
2017-09-05,6,4,4,19,7,1,2,1,2017,9,Tuesday,315,High Stock,177,Medium Stock,141,Medium Stock,96,Medium Stock,119,Medium Stock,371,High Stock,194,Medium Stock,270,High Stock,5
2017-09-06,4,3,5,32,6,0,3,3,2017,9,Wednesday,311,High Stock,174,Medium Stock,136,Medium Stock,64,Low Stock,113,Medium Stock,371,High Stock,191,Medium Stock,267,High Stock,6
2017-09-07,3,1,3,18,2,0,0,2,2017,9,Thursday,308,High Stock,173,Medium Stock,133,Medium Stock,46,Low Stock,111,Medium Stock,371,High Stock,191,Medium Stock,265,High Stock,7
2017-09-08,8,7,3,34,8,0,3,4,2017,9,Friday,299,High Stock,166,Medium Stock,130,Medium Stock,346,High Stock,103,Medium Stock,371,High Stock,188,Medium Stock,261,High Stock,8
2017-09-09,6,8,2,20,7,0,0,4,2017,9,Saturday,293,High Stock,157,Medium Stock,127,Medium Stock,326,High Stock,96,Medium Stock,371,High Stock,188,Medium Stock,257,High Stock,9
2017-09-10,3,5,1,35,7,0,0,4,2017,9,Sunday,290,High Stock,152,Medium Stock,126,Medium Stock,291,High Stock,89,Medium Stock,371,High Stock,188,Medium Stock,253,High Stock,10
2017-09-11,2,3,2,12,16,0,0,2,2017,9,Monday,288,High Stock,149,Medium Stock,124,Medium Stock,279,High Stock,320,High Stock,371,High Stock,188,Medium Stock,251,High Stock,11
2017-09-12,1,4,5,18,6,1,1,2,2017,9,Tuesday,287,High Stock,144,Medium Stock,119,Medium Stock,261,High Stock,314,High Stock,370,High Stock,187,Medium Stock,249,High Stock,12
2017-09-13,4,0,2,25,16,0,5,0,2017,9,Wednesday,283,High Stock,144,Medium Stock,117,Medium Stock,236,High Stock,298,High Stock,370,High Stock,182,Medium Stock,249,High Stock,13
2017-09-14,5,5,5,22,6,0,9,5,2017,9,Thursday,278,High Stock,138,Medium Stock,112,Medium Stock,213,High Stock,292,High Stock,370,High Stock,173,Medium Stock,244,High Stock,14
2017-09-15,3,3,3,16,12,1,8,3,2017,9,Friday,275,High Stock,135,Medium Stock,109,Medium Stock,197,Medium Stock,280,High Stock,369,High Stock,165,Medium Stock,241,High Stock,15
2017-09-16,7,3,3,27,11,0,0,1,2017,9,Saturday,268,High Stock,132,Medium Stock,106,Medium Stock,170,Medium Stock,269,High Stock,369,High Stock,165,Medium Stock,240,High Stock,16
2017-09-17,5,4,4,32,6,1,7,5,2017,9,Sunday,263,High Stock,128,Medium Stock,102,Medium Stock,138,Medium Stock,263,High Stock,368,High Stock,158,Medium Stock,235,High Stock,17
2017-09-18,9,4,1,27,7,0,1,2,2017,9,Monday,254,High Stock,124,Medium Stock,101,Medium Stock,111,Medium Stock,256,High Stock,368,High Stock,157,Medium Stock,233,High Stock,18
2017-09-19,3,6,1,43,6,2,6,9,2017,9,Tuesday,251,High Stock,118,Medium Stock,100,Medium Stock,68,Low Stock,250,High Stock,366,High Stock,151,Medium Stock,224,High Stock,19
2017-09-20,2,2,0,35,6,0,6,0,2017,9,Wednesday,249,High Stock,115,Medium Stock,99,Medium Stock,32,Low Stock,244,High Stock,366,High Stock,145,Medium Stock,224,High Stock,20
2017-09-21,7,3,1,19,8,2,0,1,2017,9,Thursday,241,High Stock,112,Medium Stock,98,Medium Stock,356,High Stock,236,High Stock,364,High Stock,145,Medium Stock,223,High Stock,21
2017-09-22,4,2,3,27,2,0,0,3,2017,9,Friday,237,High Stock,109,Medium Stock,95,Medium Stock,329,High Stock,234,High Stock,364,High Stock,145,Medium Stock,220,High Stock,22
2017-09-23,9,6,3,14,12,2,0,2,2017,9,Saturday,227,High Stock,102,Medium Stock,92,Medium Stock,315,High Stock,222,High Stock,362,High Stock,145,Medium Stock,218,High Stock,23
2017-09-24,3,4,2,52,7,1,6,1,2017,9,Sunday,223,High Stock,97,Medium Stock,361,High Stock,262,High Stock,215,High Stock,361,High Stock,139,Medium Stock,217,High Stock,24
2017-09-25,1,2,1,39,7,3,26,1,2017,9,Monday,222,High Stock,440,High Stock,360,High Stock,223,High Stock,208,High Stock,358,High Stock,113,Medium Stock,216,High Stock,25
2017-09-26,2,5,2,38,4,0,6,1,2017,9,Tuesday,220,High Stock,434,High Stock,358,High Stock,184,Medium Stock,204,High Stock,358,High Stock,107,Medium Stock,215,High Stock,26
2017-09-27,4,2,3,38,7,3,3,0,2017,9,Wednesday,216,High Stock,432,High Stock,355,High Stock,146,Medium Stock,197,Medium Stock,355,High Stock,104,Medium Stock,215,High Stock,27
2017-09-28,3,2,2,37,3,0,10,0,2017,9,Thursday,213,High Stock,429,High Stock,353,High Stock,108,Medium Stock,194,Medium Stock,355,High Stock,94,Medium Stock,215,High Stock,28
2017-09-29,1,5,3,35,8,6,5,1,2017,9,Friday,212,High Stock,424,High Stock,350,High Stock,73,Low Stock,186,Medium Stock,349,High Stock,89,Medium Stock,214,High Stock,29
2017-09-30,5,3,3,61,6,0,28,0,2017,9,Saturday,206,High Stock,421,High Stock,347,High Stock,11,Low Stock,180,Medium Stock,349,High Stock,61,Low Stock,214,High Stock,30
2017-10-01,4,5,3,72,7,1,20,1,2017,10,Sunday,202,High Stock,415,High Stock,344,High Stock,266,High Stock,173,Medium Stock,348,High Stock,41,Low Stock,213,High Stock,1
2017-10-02,8,2,3,18,3,1,0,0,2017,10,Monday,194,Medium Stock,413,High Stock,341,High Stock,248,High Stock,170,Medium Stock,347,High Stock,275,High Stock,213,High Stock,2
2017-10-03,0,2,3,57,21,3,5,2,2017,10,Tuesday,194,Medium Stock,411,High Stock,338,High Stock,191,Medium Stock,149,Medium Stock,344,High Stock,270,High Stock,211,High Stock,3
2017-10-04,2,4,4,37,6,0,2,1,2017,10,Wednesday,192,Medium Stock,407,High Stock,334,High Stock,154,Medium Stock,143,Medium Stock,344,High Stock,268,High Stock,210,High Stock,4
